symbol	geneid	oe_lof	oe_mis	pLI	pRec	pNull
MAPKAPK2	9261	0.0000e+00	4.3079e-01	9.9957e-01	4.2787e-04	1.1897e-09
MAPKAPK2	ENSG00000162889	0.0000e+00	4.3079e-01	9.9957e-01	4.2787e-04	1.1897e-09
MAPKAPK3	7867	7.3411e-01	7.3050e-01	3.7216e-09	5.5155e-01	4.4845e-01
MAPKAPK3	ENSG00000114738	7.3411e-01	7.3050e-01	3.7216e-09	5.5155e-01	4.4845e-01
MAPKAPK5	8550	2.2725e-01	5.7086e-01	3.5435e-01	6.4563e-01	2.0014e-05
MAPKAPK5	ENSG00000089022	2.2725e-01	5.7086e-01	3.5435e-01	6.4563e-01	2.0014e-05
MAPKBP1	23005	2.8634e-01	7.7657e-01	2.1011e-04	9.9979e-01	3.9896e-12
MAPKBP1	ENSG00000137802	2.8634e-01	7.7657e-01	2.1011e-04	9.9979e-01	3.9896e-12
MAPRE1	22919	0.0000e+00	6.7251e-01	9.9129e-01	8.7109e-03	1.8557e-06
MAPRE1	ENSG00000101367	0.0000e+00	6.7251e-01	9.9129e-01	8.7109e-03	1.8557e-06
MAPRE2	10982	1.5709e-01	3.2967e-01	8.3410e-01	1.6587e-01	2.5798e-05
MAPRE2	ENSG00000166974	1.5709e-01	3.2967e-01	8.3410e-01	1.6587e-01	2.5798e-05
MAPRE3	22924	1.5573e-01	4.8088e-01	7.1561e-01	2.8380e-01	5.8772e-04
MAPRE3	ENSG00000084764	1.5573e-01	4.8088e-01	7.1561e-01	2.8380e-01	5.8772e-04
MAPT	4137	3.2628e-01	8.0320e-01	6.0258e-03	9.9381e-01	1.6462e-04
MAPT	ENSG00000186868	3.2628e-01	8.0320e-01	6.0258e-03	9.9381e-01	1.6462e-04
MARC1	64757	8.0158e-01	8.7481e-01	4.5163e-08	3.8276e-01	6.1724e-01
MARC1	ENSG00000186205	8.0158e-01	8.7481e-01	4.5163e-08	3.8276e-01	6.1724e-01
MARC2	54996	5.5100e-01	9.0565e-01	2.1936e-04	9.2109e-01	7.8695e-02
MARC2	ENSG00000117791	5.5100e-01	9.0565e-01	2.1936e-04	9.2109e-01	7.8695e-02
MARCH1	55016	3.9041e-01	6.9162e-01	8.6782e-03	9.7995e-01	1.1373e-02
MARCH1	ENSG00000145416	3.9041e-01	6.9162e-01	8.6782e-03	9.7995e-01	1.1373e-02
MARCH10	162333	1.0503e+00	9.0295e-01	3.2957e-24	2.6554e-04	9.9973e-01
MARCH10	ENSG00000173838	1.0503e+00	9.0295e-01	3.2957e-24	2.6554e-04	9.9973e-01
MARCH11	441061	4.7214e-01	6.0629e-01	3.1130e-03	9.5083e-01	4.6055e-02
MARCH11	ENSG00000183654	4.7214e-01	6.0629e-01	3.1130e-03	9.5083e-01	4.6055e-02
MARCH2	51257	3.9005e-01	8.0021e-01	3.2958e-02	9.3096e-01	3.6086e-02
MARCH2	ENSG00000099785	3.9005e-01	8.0021e-01	3.2958e-02	9.3096e-01	3.6086e-02
MARCH3	115123	2.8198e-01	8.0207e-01	1.7324e-01	8.1486e-01	1.1900e-02
MARCH3	ENSG00000173926	2.8198e-01	8.0207e-01	1.7324e-01	8.1486e-01	1.1900e-02
MARCH4	57574	2.6906e-01	7.9455e-01	1.3283e-01	8.6634e-01	8.2830e-04
MARCH4	ENSG00000144583	2.6906e-01	7.9455e-01	1.3283e-01	8.6634e-01	8.2830e-04
MARCH5	54708	1.2458e-01	3.9257e-01	8.9339e-01	1.0657e-01	3.9329e-05
MARCH5	ENSG00000198060	1.2458e-01	3.9257e-01	8.9339e-01	1.0657e-01	3.9329e-05
MARCH6	10299	6.6419e-02	5.1666e-01	1.0000e+00	2.1618e-07	1.8612e-20
MARCH6	ENSG00000145495	6.6419e-02	5.1666e-01	1.0000e+00	2.1618e-07	1.8612e-20
MARCH7	64844	2.0462e-01	9.6502e-01	6.6162e-01	3.3838e-01	3.4248e-07
MARCH7	ENSG00000136536	2.0462e-01	9.6502e-01	6.6162e-01	3.3838e-01	3.4248e-07
MARCH8	220972	7.9465e-01	7.6989e-01	5.8689e-07	4.4685e-01	5.5315e-01
MARCH8	ENSG00000165406	7.9465e-01	7.6989e-01	5.8689e-07	4.4685e-01	5.5315e-01
MARCH9	92979	1.5330e-01	6.9087e-01	7.3089e-01	2.6861e-01	4.9866e-04
MARCH9	ENSG00000139266	1.5330e-01	6.9087e-01	7.3089e-01	2.6861e-01	4.9866e-04
MARCKS	4082	2.3428e-01	9.2315e-01	3.2648e-01	6.1465e-01	5.8877e-02
MARCKS	ENSG00000155130	2.3428e-01	9.2315e-01	3.2648e-01	6.1465e-01	5.8877e-02
MARCKSL1	65108	6.8376e-01	1.0520e+00	1.4253e-02	6.9459e-01	2.9116e-01
MARCKSL1	ENSG00000175130	6.8376e-01	1.0520e+00	1.4253e-02	6.9459e-01	2.9116e-01
MARCO	8685	9.9276e-01	1.0291e+00	7.7683e-21	1.8716e-03	9.9813e-01
MARCO	ENSG00000019169	9.9276e-01	1.0291e+00	7.7683e-21	1.8716e-03	9.9813e-01
MARK1	4139	2.1398e-01	6.3900e-01	6.0045e-01	3.9955e-01	4.8885e-09
MARK1	ENSG00000116141	2.1398e-01	6.3900e-01	6.0045e-01	3.9955e-01	4.8885e-09
MARK2	2011	4.9568e-02	4.3372e-01	9.9999e-01	1.3510e-05	1.0764e-14
MARK2	ENSG00000072518	4.9568e-02	4.3372e-01	9.9999e-01	1.3510e-05	1.0764e-14
MARK3	4140	4.1953e-01	7.9564e-01	1.4273e-06	9.9992e-01	7.5387e-05
MARK3	ENSG00000075413	4.1953e-01	7.9564e-01	1.4273e-06	9.9992e-01	7.5387e-05
MARK4	57787	1.1265e-01	6.3047e-01	9.9777e-01	2.2292e-03	1.1143e-10
MARK4	ENSG00000007047	1.1265e-01	6.3047e-01	9.9777e-01	2.2292e-03	1.1143e-10
MARS	4141	5.8262e-01	8.5800e-01	2.0536e-15	9.9707e-01	2.9330e-03
MARS	ENSG00000166986	5.8262e-01	8.5800e-01	2.0536e-15	9.9707e-01	2.9330e-03
MARS2	92935	5.1367e-01	9.5370e-01	5.4482e-05	9.7276e-01	2.7190e-02
MARS2	ENSG00000247626	5.1367e-01	9.5370e-01	5.4482e-05	9.7276e-01	2.7190e-02
MARVELD1	83742	2.1641e-01	6.4575e-01	3.5958e-01	5.9338e-01	4.7041e-02
MARVELD1	ENSG00000155254	2.1641e-01	6.4575e-01	3.5958e-01	5.9338e-01	4.7041e-02
MARVELD2	153562	8.1956e-01	9.6888e-01	1.2584e-12	1.6976e-01	8.3024e-01
MARVELD2	ENSG00000152939	8.1956e-01	9.6888e-01	1.2584e-12	1.6976e-01	8.3024e-01
MARVELD3	91862	7.6308e-01	9.3617e-01	2.5885e-07	5.0695e-01	4.9305e-01
MARVELD3	ENSG00000140832	7.6308e-01	9.3617e-01	2.5885e-07	5.0695e-01	4.9305e-01
MAS1	4142	7.8866e-01	1.0061e+00	8.2518e-05	5.4968e-01	4.5023e-01
MAS1	ENSG00000130368	7.8866e-01	1.0061e+00	8.2518e-05	5.4968e-01	4.5023e-01
MAS1L	116511	NA	9.5927e-01	NA	NA	NA
MAS1L	ENSG00000204687	NA	9.5927e-01	NA	NA	NA
MASP1	5648	6.8479e-01	1.0228e+00	1.2276e-11	7.5674e-01	2.4326e-01
MASP1	ENSG00000127241	6.8479e-01	1.0228e+00	1.2276e-11	7.5674e-01	2.4326e-01
MASP2	10747	8.1461e-01	9.9120e-01	3.0428e-14	1.3751e-01	8.6249e-01
MASP2	ENSG00000009724	8.1461e-01	9.9120e-01	3.0428e-14	1.3751e-01	8.6249e-01
MAST1	22983	7.5424e-02	4.9572e-01	1.0000e+00	1.1624e-07	8.3094e-22
MAST1	ENSG00000105613	7.5424e-02	4.9572e-01	1.0000e+00	1.1624e-07	8.3094e-22
MAST2	23139	5.4989e-01	8.2109e-01	1.7079e-19	9.9995e-01	4.9619e-05
MAST2	ENSG00000086015	5.4989e-01	8.2109e-01	1.7079e-19	9.9995e-01	4.9619e-05
MAST3	23031	1.1362e-01	6.0057e-01	9.9991e-01	9.3667e-05	2.0174e-15
MAST3	ENSG00000099308	1.1362e-01	6.0057e-01	9.9991e-01	9.3667e-05	2.0174e-15
MAST4	375449	2.7777e-01	8.5814e-01	1.1694e-04	9.9988e-01	3.1396e-15
MAST4	ENSG00000069020	2.7777e-01	8.5814e-01	1.1694e-04	9.9988e-01	3.1396e-15
MASTL	84930	6.7791e-01	9.3364e-01	5.4383e-13	7.9837e-01	2.0163e-01
MASTL	ENSG00000120539	6.7791e-01	9.3364e-01	5.4383e-13	7.9837e-01	2.0163e-01
MAT1A	4143	4.4864e-01	6.9815e-01	8.0978e-04	9.8498e-01	1.4206e-02
MAT1A	ENSG00000151224	4.4864e-01	6.9815e-01	8.0978e-04	9.8498e-01	1.4206e-02
MAT2A	4144	0.0000e+00	3.1241e-01	9.9846e-01	1.5394e-03	2.6950e-08
MAT2A	ENSG00000168906	0.0000e+00	3.1241e-01	9.9846e-01	1.5394e-03	2.6950e-08
MAT2B	27430	3.2222e-01	7.6836e-01	4.6226e-02	9.4907e-01	4.7082e-03
MAT2B	ENSG00000038274	3.2222e-01	7.6836e-01	4.6226e-02	9.4907e-01	4.7082e-03
MATK	4145	4.8965e-01	7.2500e-01	2.3097e-06	9.9549e-01	4.5099e-03
MATK	ENSG00000007264	4.8965e-01	7.2500e-01	2.3097e-06	9.9549e-01	4.5099e-03
MATN1	4146	4.2428e-01	9.1105e-01	2.5559e-03	9.8400e-01	1.3446e-02
MATN1	ENSG00000162510	4.2428e-01	9.1105e-01	2.5559e-03	9.8400e-01	1.3446e-02
MATN2	4147	6.3820e-01	7.9916e-01	6.2490e-14	9.4388e-01	5.6120e-02
MATN2	ENSG00000132561	6.3820e-01	7.9916e-01	6.2490e-14	9.4388e-01	5.6120e-02
MATN3	4148	7.9916e-01	8.5820e-01	1.3500e-08	3.6597e-01	6.3403e-01
MATN3	ENSG00000132031	7.9916e-01	8.5820e-01	1.3500e-08	3.6597e-01	6.3403e-01
MATN4	8785	6.7162e-01	8.4260e-01	1.1311e-08	7.8516e-01	2.1484e-01
MATN4	ENSG00000124159	6.7162e-01	8.4260e-01	1.1311e-08	7.8516e-01	2.1484e-01
MATR3	9782	0.0000e+00	6.3884e-01	1.0000e+00	1.4369e-06	1.1199e-15
MATR3	ENSG00000015479	0.0000e+00	6.3884e-01	1.0000e+00	1.4369e-06	1.1199e-15
MAU2	23383	2.5133e-02	4.0792e-01	1.0000e+00	3.2028e-06	1.5967e-15
MAU2	ENSG00000129933	2.5133e-02	4.0792e-01	1.0000e+00	3.2028e-06	1.5967e-15
MAVS	57506	7.8331e-01	9.1860e-01	6.7045e-07	4.7359e-01	5.2641e-01
MAVS	ENSG00000088888	7.8331e-01	9.1860e-01	6.7045e-07	4.7359e-01	5.2641e-01
MAX	4149	9.7306e-02	4.7577e-01	8.3350e-01	1.6587e-01	6.3069e-04
MAX	ENSG00000125952	9.7306e-02	4.7577e-01	8.3350e-01	1.6587e-01	6.3069e-04
MAZ	4150	7.4095e-02	8.9387e-01	9.4363e-01	5.6331e-02	3.8019e-05
MAZ	ENSG00000103495	7.4095e-02	8.9387e-01	9.4363e-01	5.6331e-02	3.8019e-05
MB	4151	5.0161e-01	8.4936e-01	3.0636e-02	8.2277e-01	1.4659e-01
MB	ENSG00000198125	5.0161e-01	8.4936e-01	3.0636e-02	8.2277e-01	1.4659e-01
MB21D1	115004	8.2750e-01	8.4824e-01	8.6912e-09	2.9489e-01	7.0511e-01
MB21D1	ENSG00000164430	8.2750e-01	8.4824e-01	8.6912e-09	2.9489e-01	7.0511e-01
MB21D2	151963	3.2690e-01	8.0262e-01	4.2673e-02	9.5201e-01	5.3211e-03
MB21D2	ENSG00000180611	3.2690e-01	8.0262e-01	4.2673e-02	9.5201e-01	5.3211e-03
MBD1	4152	1.2729e-01	7.2050e-01	9.9717e-01	2.8290e-03	4.0323e-11
MBD1	ENSG00000141644	1.2729e-01	7.2050e-01	9.9717e-01	2.8290e-03	4.0323e-11
MBD2	8932	2.2818e-01	5.3061e-01	3.4957e-01	6.4993e-01	5.0657e-04
MBD2	ENSG00000134046	2.2818e-01	5.3061e-01	3.4957e-01	6.4993e-01	5.0657e-04
MBD3	53615	0.0000e+00	7.2438e-01	9.7650e-01	2.3482e-02	2.1229e-05
MBD3	ENSG00000071655	0.0000e+00	7.2438e-01	9.7650e-01	2.3482e-02	2.1229e-05
MBD3L1	85509	NA	9.7036e-01	NA	NA	NA
MBD3L1	ENSG00000170948	NA	9.7036e-01	NA	NA	NA
MBD3L2	125997	NA	1.1480e+00	NA	NA	NA
MBD3L2	ENSG00000230522	NA	1.1480e+00	NA	NA	NA
MBD3L3	653657	0.0000e+00	1.1427e+00	2.9097e-01	5.0070e-01	2.0833e-01
MBD3L3	ENSG00000182315	0.0000e+00	1.1427e+00	2.9097e-01	5.0070e-01	2.0833e-01
MBD3L4	653656	0.0000e+00	1.0325e+00	2.9496e-01	5.0072e-01	2.0432e-01
MBD3L4	ENSG00000205718	0.0000e+00	1.0325e+00	2.9496e-01	5.0072e-01	2.0432e-01
MBD3L5	284428	2.6183e+00	1.2914e+00	6.5468e-02	5.2733e-01	4.0720e-01
MBD3L5	ENSG00000237247	2.6183e+00	1.2914e+00	6.5468e-02	5.2733e-01	4.0720e-01
MBD4	8930	8.7679e-01	9.2419e-01	1.9706e-14	5.7294e-02	9.4271e-01
MBD4	ENSG00000129071	8.7679e-01	9.2419e-01	1.9706e-14	5.7294e-02	9.4271e-01
MBD5	55777	4.3103e-02	9.1361e-01	1.0000e+00	1.4051e-06	4.3419e-17
MBD5	ENSG00000204406	4.3103e-02	9.1361e-01	1.0000e+00	1.4051e-06	4.3419e-17
MBD6	114785	6.6547e-02	1.0868e+00	9.9937e-01	6.3452e-04	1.2723e-10
MBD6	ENSG00000166987	6.6547e-02	1.0868e+00	9.9937e-01	6.3452e-04	1.2723e-10
MBIP	51562	5.4339e-01	9.6998e-01	1.3838e-05	9.6171e-01	3.8280e-02
MBIP	ENSG00000151332	5.4339e-01	9.6998e-01	1.3838e-05	9.6171e-01	3.8280e-02
MBL2	4153	8.3080e-01	9.2494e-01	2.6836e-03	5.7990e-01	4.1741e-01
MBL2	ENSG00000165471	8.3080e-01	9.2494e-01	2.6836e-03	5.7990e-01	4.1741e-01
MBLAC1	255374	3.4025e-01	7.0565e-01	2.1273e-01	6.5847e-01	1.2880e-01
MBLAC1	ENSG00000214309	3.4025e-01	7.0565e-01	2.1273e-01	6.5847e-01	1.2880e-01
MBLAC2	153364	7.1486e-01	8.6953e-01	4.5418e-05	6.6211e-01	3.3785e-01
MBLAC2	ENSG00000176055	7.1486e-01	8.6953e-01	4.5418e-05	6.6211e-01	3.3785e-01
MBNL1	4154	1.8580e-01	4.9845e-01	7.0579e-01	2.9418e-01	2.6789e-05
MBNL1	ENSG00000152601	1.8580e-01	4.9845e-01	7.0579e-01	2.9418e-01	2.6789e-05
MBNL2	10150	2.4480e-01	4.7802e-01	2.5602e-01	7.4289e-01	1.0972e-03
MBNL2	ENSG00000139793	2.4480e-01	4.7802e-01	2.5602e-01	7.4289e-01	1.0972e-03
MBNL3	55796	1.6044e-01	6.8073e-01	6.8597e-01	3.1324e-01	7.9427e-04
MBNL3	ENSG00000076770	1.6044e-01	6.8073e-01	6.8597e-01	3.1324e-01	7.9427e-04
MBOAT1	154141	7.5304e-01	1.0057e+00	2.1535e-12	3.9443e-01	6.0557e-01
MBOAT1	ENSG00000172197	7.5304e-01	1.0057e+00	2.1535e-12	3.9443e-01	6.0557e-01
MBOAT2	129642	2.1291e-01	6.9876e-01	5.1629e-01	4.8370e-01	5.7700e-06
MBOAT2	ENSG00000143797	2.1291e-01	6.9876e-01	5.1629e-01	4.8370e-01	5.7700e-06
MBOAT4	619373	7.2528e-01	7.2169e-01	1.3575e-07	6.0785e-01	3.9215e-01
MBOAT4	ENSG00000177669	7.2528e-01	7.2169e-01	1.3575e-07	6.0785e-01	3.9215e-01
MBOAT7	79143	2.7637e-01	9.2781e-01	1.1300e-01	8.8589e-01	1.1030e-03
MBOAT7	ENSG00000125505	2.7637e-01	9.2781e-01	1.1300e-01	8.8589e-01	1.1030e-03
MBP	4155	2.5071e-01	8.5010e-01	2.8446e-01	6.9590e-01	1.9647e-02
MBP	ENSG00000197971	2.5071e-01	8.5010e-01	2.8446e-01	6.9590e-01	1.9647e-02
MBTD1	54799	0.0000e+00	4.6169e-01	1.0000e+00	9.5637e-07	4.1547e-16
MBTD1	ENSG00000011258	0.0000e+00	4.6169e-01	1.0000e+00	9.5637e-07	4.1547e-16
MBTPS1	8720	4.1823e-01	1.1648e+00	7.5901e-09	1.0000e+00	1.9296e-06
MBTPS1	ENSG00000140943	4.1823e-01	1.1648e+00	7.5901e-09	1.0000e+00	1.9296e-06
MBTPS2	51360	0.0000e+00	5.7741e-01	9.9752e-01	2.4821e-03	8.6392e-08
MBTPS2	ENSG00000012174	0.0000e+00	5.7741e-01	9.9752e-01	2.4821e-03	8.6392e-08
MC1R	4157	1.9675e+00	1.4593e+00	8.1075e-11	5.8135e-03	9.9419e-01
MC1R	ENSG00000258839	1.9675e+00	1.4593e+00	8.1075e-11	5.8135e-03	9.9419e-01
MC2R	4158	1.0782e+00	9.9861e-01	3.0712e-04	3.6891e-01	6.3078e-01
MC2R	ENSG00000185231	1.0782e+00	9.9861e-01	3.0712e-04	3.6891e-01	6.3078e-01
MC3R	4159	1.5007e+00	1.0282e+00	9.9877e-08	5.2839e-02	9.4716e-01
MC3R	ENSG00000124089	1.5007e+00	1.0282e+00	9.9877e-08	5.2839e-02	9.4716e-01
MC4R	4160	7.9228e-01	1.2119e+00	9.1697e-04	5.8905e-01	4.1003e-01
MC4R	ENSG00000166603	7.9228e-01	1.2119e+00	9.1697e-04	5.8905e-01	4.1003e-01
MC5R	4161	1.0963e+00	9.8580e-01	6.5130e-05	2.9778e-01	7.0216e-01
MC5R	ENSG00000176136	1.0963e+00	9.8580e-01	6.5130e-05	2.9778e-01	7.0216e-01
MCAM	4162	3.6625e-01	8.7698e-01	1.5954e-04	9.9979e-01	5.1486e-05
MCAM	ENSG00000076706	3.6625e-01	8.7698e-01	1.5954e-04	9.9979e-01	5.1486e-05
MCAT	27349	6.1861e-01	9.4406e-01	3.0611e-04	8.1877e-01	1.8092e-01
MCAT	ENSG00000100294	6.1861e-01	9.4406e-01	3.0611e-04	8.1877e-01	1.8092e-01
MCC	4163	6.2583e-01	1.1013e+00	4.6577e-16	9.7653e-01	2.3468e-02
MCC	ENSG00000171444	6.2583e-01	1.1013e+00	4.6577e-16	9.7653e-01	2.3468e-02
MCCC1	56922	6.4112e-01	9.2369e-01	4.0152e-12	9.2019e-01	7.9806e-02
MCCC1	ENSG00000078070	6.4112e-01	9.2369e-01	4.0152e-12	9.2019e-01	7.9806e-02
MCCC2	64087	6.2791e-01	9.5135e-01	4.5134e-11	9.3689e-01	6.3112e-02
MCCC2	ENSG00000131844	6.2791e-01	9.5135e-01	4.5134e-11	9.3689e-01	6.3112e-02
MCCD1	401250	9.3429e-01	1.1461e+00	1.9319e-03	5.0961e-01	4.8846e-01
MCCD1	ENSG00000204511	9.3429e-01	1.1461e+00	1.9319e-03	5.0961e-01	4.8846e-01
MCEE	84693	5.2713e-01	8.4852e-01	2.6913e-02	8.0544e-01	1.6765e-01
MCEE	ENSG00000124370	5.2713e-01	8.4852e-01	2.6913e-02	8.0544e-01	1.6765e-01
MCF2	4168	1.6714e-01	8.3057e-01	9.7180e-01	2.8198e-02	4.6361e-10
MCF2	ENSG00000101977	1.6714e-01	8.3057e-01	9.7180e-01	2.8198e-02	4.6361e-10
MCF2L	23263	3.5847e-01	8.0357e-01	2.7178e-07	1.0000e+00	1.1330e-08
MCF2L	ENSG00000126217	3.5847e-01	8.0357e-01	2.7178e-07	1.0000e+00	1.1330e-08
MCF2L2	23101	7.1087e-01	9.1075e-01	1.1565e-24	5.3049e-01	4.6951e-01
MCF2L2	ENSG00000053524	7.1087e-01	9.1075e-01	1.1565e-24	5.3049e-01	4.6951e-01
MCFD2	90411	4.1060e-01	1.1847e+00	1.0011e-01	7.8271e-01	1.1718e-01
MCFD2	ENSG00000180398	4.1060e-01	1.1847e+00	1.0011e-01	7.8271e-01	1.1718e-01
MCHR1	2847	7.1005e-01	1.1326e+00	4.7359e-05	6.7113e-01	3.2882e-01
MCHR1	ENSG00000128285	7.1005e-01	1.1326e+00	4.7359e-05	6.7113e-01	3.2882e-01
MCHR2	84539	7.0670e-01	8.9277e-01	5.1594e-06	6.7302e-01	3.2698e-01
MCHR2	ENSG00000152034	7.0670e-01	8.9277e-01	5.1594e-06	6.7302e-01	3.2698e-01
MCIDAS	345643	4.1136e-01	6.2640e-01	1.3264e-02	9.5782e-01	2.8912e-02
MCIDAS	ENSG00000234602	4.1136e-01	6.2640e-01	1.3264e-02	9.5782e-01	2.8912e-02
MCL1	4170	0.0000e+00	1.0737e+00	9.6349e-01	3.6451e-02	6.3166e-05
MCL1	ENSG00000143384	0.0000e+00	1.0737e+00	9.6349e-01	3.6451e-02	6.3166e-05
MCM10	55388	6.2122e-01	1.0213e+00	4.3797e-15	9.7702e-01	2.2981e-02
MCM10	ENSG00000065328	6.2122e-01	1.0213e+00	4.3797e-15	9.7702e-01	2.2981e-02
MCM2	4171	3.7981e-01	8.0837e-01	2.6301e-05	9.9995e-01	2.8064e-05
MCM2	ENSG00000073111	3.7981e-01	8.0837e-01	2.6301e-05	9.9995e-01	2.8064e-05
MCM3	4172	5.3523e-01	8.9914e-01	6.9522e-11	9.9838e-01	1.6223e-03
MCM3	ENSG00000112118	5.3523e-01	8.9914e-01	6.9522e-11	9.9838e-01	1.6223e-03
MCM3AP	8888	3.6210e-01	9.9660e-01	5.2400e-09	1.0000e+00	2.2546e-10
MCM3AP	ENSG00000160294	3.6210e-01	9.9660e-01	5.2400e-09	1.0000e+00	2.2546e-10
MCM4	4173	3.5298e-01	9.8274e-01	1.4571e-04	9.9984e-01	1.1868e-05
MCM4	ENSG00000104738	3.5298e-01	9.8274e-01	1.4571e-04	9.9984e-01	1.1868e-05
MCM5	4174	3.4686e-01	8.5096e-01	5.9281e-04	9.9937e-01	3.8607e-05
MCM5	ENSG00000100297	3.4686e-01	8.5096e-01	5.9281e-04	9.9937e-01	3.8607e-05
MCM6	4175	1.6430e-01	8.5895e-01	9.7833e-01	2.1665e-02	2.4166e-10
MCM6	ENSG00000076003	1.6430e-01	8.5895e-01	9.7833e-01	2.1665e-02	2.4166e-10
MCM7	4176	9.7236e-01	1.0954e+00	1.9396e-24	7.2123e-04	9.9928e-01
MCM7	ENSG00000166508	9.7236e-01	1.0954e+00	1.9396e-24	7.2123e-04	9.9928e-01
MCM8	84515	7.0394e-01	9.5256e-01	1.0536e-16	6.4423e-01	3.5577e-01
MCM8	ENSG00000125885	7.0394e-01	9.5256e-01	1.0536e-16	6.4423e-01	3.5577e-01
MCM9	254394	6.3612e-01	8.3208e-01	6.6222e-14	9.4784e-01	5.2164e-02
MCM9	ENSG00000111877	6.3612e-01	8.3208e-01	6.6222e-14	9.4784e-01	5.2164e-02
MCMBP	79892	1.1864e-01	6.9772e-01	9.9565e-01	4.3488e-03	5.6919e-10
MCMBP	ENSG00000197771	1.1864e-01	6.9772e-01	9.9565e-01	4.3488e-03	5.6919e-10
MCMDC2	157777	6.0962e-01	8.3313e-01	4.2397e-09	9.4367e-01	5.6328e-02
MCMDC2	ENSG00000178460	6.0962e-01	8.3313e-01	4.2397e-09	9.4367e-01	5.6328e-02
MCOLN1	57192	3.6508e-01	7.5992e-01	5.8027e-04	9.9922e-01	1.9668e-04
MCOLN1	ENSG00000090674	3.6508e-01	7.5992e-01	5.8027e-04	9.9922e-01	1.9668e-04
MCOLN2	255231	8.4451e-01	9.1492e-01	1.2502e-14	8.3460e-02	9.1654e-01
MCOLN2	ENSG00000153898	8.4451e-01	9.1492e-01	1.2502e-14	8.3460e-02	9.1654e-01
MCOLN3	55283	6.5382e-01	8.9709e-01	7.3204e-11	8.6997e-01	1.3003e-01
MCOLN3	ENSG00000055732	6.5382e-01	8.9709e-01	7.3204e-11	8.6997e-01	1.3003e-01
MCPH1	79648	1.1145e+00	1.6305e+00	7.7600e-30	1.2611e-05	9.9999e-01
MCPH1	ENSG00000147316	1.1145e+00	1.6305e+00	7.7600e-30	1.2611e-05	9.9999e-01
MCRS1	10445	2.4918e-01	6.3871e-01	1.6561e-01	8.3436e-01	2.2543e-05
MCRS1	ENSG00000187778	2.4918e-01	6.3871e-01	1.6561e-01	8.3436e-01	2.2543e-05
MCTP1	79772	3.2887e-01	8.4411e-01	9.3096e-05	9.9991e-01	1.8710e-07
MCTP1	ENSG00000175471	3.2887e-01	8.4411e-01	9.3096e-05	9.9991e-01	1.8710e-07
MCTP2	55784	1.3374e+00	1.1811e+00	6.0300e-52	2.9839e-11	1.0000e+00
MCTP2	ENSG00000140563	1.3374e+00	1.1811e+00	6.0300e-52	2.9839e-11	1.0000e+00
MCTS1	28985	0.0000e+00	2.5251e-01	8.7474e-01	1.2383e-01	1.4271e-03
MCTS1	ENSG00000232119	0.0000e+00	2.5251e-01	8.7474e-01	1.2383e-01	1.4271e-03
MCU	90550	1.5733e-01	6.0713e-01	8.3258e-01	1.6740e-01	2.6450e-05
MCU	ENSG00000156026	1.5733e-01	6.0713e-01	8.3258e-01	1.6740e-01	2.6450e-05
MCUR1	63933	7.4015e-01	1.0559e+00	1.1206e-06	5.8273e-01	4.1727e-01
MCUR1	ENSG00000050393	7.4015e-01	1.0559e+00	1.1206e-06	5.8273e-01	4.1727e-01
MDC1	9656	3.8627e-01	8.4879e-01	2.2689e-08	1.0000e+00	8.1043e-08
MDC1	ENSG00000137337	3.8627e-01	8.4879e-01	2.2689e-08	1.0000e+00	8.1043e-08
MDFI	4188	2.3314e-01	9.7033e-01	3.3402e-01	6.5264e-01	1.3343e-02
MDFI	ENSG00000112559	2.3314e-01	9.7033e-01	3.3402e-01	6.5264e-01	1.3343e-02
MDFIC	29969	3.7722e-01	1.0650e+00	3.7611e-02	9.3242e-01	2.9967e-02
MDFIC	ENSG00000135272	3.7722e-01	1.0650e+00	3.7611e-02	9.3242e-01	2.9967e-02
MDGA1	266727	1.6551e-01	6.9923e-01	9.7574e-01	2.4265e-02	3.1969e-10
MDGA1	ENSG00000112139	1.6551e-01	6.9923e-01	9.7574e-01	2.4265e-02	3.1969e-10
MDGA2	161357	1.0440e-01,2.1202e-01	7.6419e-01,7.9189e-01	9.9922e-01,6.6457e-01	7.8128e-04,3.3543e-01	8.6490e-12,5.5841e-10
MDGA2	ENSG00000139915	1.0440e-01	7.6419e-01	9.9922e-01	7.8128e-04	8.6490e-12
MDGA2	ENSG00000272781	2.1202e-01	7.9189e-01	6.6457e-01	3.3543e-01	5.5841e-10
MDH1	4190	1.1634e-01	7.5695e-01	9.2765e-01	7.2331e-02	1.4495e-05
MDH1	ENSG00000014641	1.1634e-01	7.5695e-01	9.2765e-01	7.2331e-02	1.4495e-05
MDH1B	130752	8.3109e-01	9.2541e-01	6.8732e-14	1.1651e-01	8.8349e-01
MDH1B	ENSG00000138400	8.3109e-01	9.2541e-01	6.8732e-14	1.1651e-01	8.8349e-01
MDH2	4191	4.0877e-01	9.9506e-01	6.6821e-03	9.7689e-01	1.6427e-02
MDH2	ENSG00000146701	4.0877e-01	9.9506e-01	6.6821e-03	9.7689e-01	1.6427e-02
MDK	4192	2.7591e-01	8.9525e-01	2.3005e-01	7.3909e-01	3.0859e-02
MDK	ENSG00000110492	2.7591e-01	8.9525e-01	2.3005e-01	7.3909e-01	3.0859e-02
