merged_symbol	merged_geneid	mimnumber	gsymbols	gname	gphenotypes
ITGB3	ENSG00000259207	173470	ITGB3,_GP3A,_GT,_BDPLT2,_BDPLT16	Integrin,_beta-3_(platelet_glycoprotein_IIIa,_antigen_CD61)	Bleeding_disorder,_platelet-type,_16,_autosomal_dominant,_187800_(3),_Autosomal_dominant,_Glanzmann_thrombasthenia,_273800_(3),_Autosomal_recessive,_{Myocardial_infarction,_susceptibility_to},_608446_(3),_Purpura,_posttransfusion_(3),_Thrombocytopenia,_neonatal_alloimmune_(3)
ITGB3BP	23421	605494	ITGB3BP,_NRIF3	Integrin,_beta-3,_binding_protein_of	
ITGB3BP	ENSG00000142856	605494	ITGB3BP,_NRIF3	Integrin,_beta-3,_binding_protein_of	
ITGB4	3691	147557	ITGB4	Integrin,_beta-4	Epidermolysis_bullosa_of_hands_and_feet,_131800_(3),_Autosomal_dominant,_Epidermolysis_bullosa,_junctional,_non-Herlitz_type,_226650_(3),_Autosomal_recessive,_Epidermolysis_bullosa,_junctional,_with_pyloric_atresia,_226730_(3),_Autosomal_recessive
ITGB4	ENSG00000132470	147557	ITGB4	Integrin,_beta-4	Epidermolysis_bullosa_of_hands_and_feet,_131800_(3),_Autosomal_dominant,_Epidermolysis_bullosa,_junctional,_non-Herlitz_type,_226650_(3),_Autosomal_recessive,_Epidermolysis_bullosa,_junctional,_with_pyloric_atresia,_226730_(3),_Autosomal_recessive
ITGB5	3693	147561	ITGB5	Integrin,_beta-5	
ITGB5	ENSG00000082781	147561	ITGB5	Integrin,_beta-5	
ITGB6	3694	147558	ITGB6,_AI1H	Integrin,_beta-6	Amelogenesis_imperfecta,_type_IH,_616221_(3),_Autosomal_recessive
ITGB6	ENSG00000115221	147558	ITGB6,_AI1H	Integrin,_beta-6	Amelogenesis_imperfecta,_type_IH,_616221_(3),_Autosomal_recessive
ITGB7	3695	147559	ITGB7	Integrin,_beta-7	
ITGB7	ENSG00000139626	147559	ITGB7	Integrin,_beta-7	
ITGB8	3696	604160	ITGB8	Integrin,_beta-8	
ITGB8	ENSG00000105855	604160	ITGB8	Integrin,_beta-8	
ITGBL1	9358	604234	ITGBL1,_TIED	Integrin,_beta-like_1	
ITGBL1	ENSG00000198542	604234	ITGBL1,_TIED	Integrin,_beta-like_1	
ITIH1	3697	147270	ITIH1	Inter-alpha_(globulin)_inhibitor,_H1_polypeptide	
ITIH1	ENSG00000055957	147270	ITIH1	Inter-alpha_(globulin)_inhibitor,_H1_polypeptide	
ITIH2	3698	146640	ITIH2	Inter-alpha_(globulin)_inhibitor,_H2_polypeptide	
ITIH2	ENSG00000151655	146640	ITIH2	Inter-alpha_(globulin)_inhibitor,_H2_polypeptide	
ITIH3	3699	146650	ITIH3	Inter-alpha_(globulin)_inhibitor,_H3_polypeptide	
ITIH3	ENSG00000162267	146650	ITIH3	Inter-alpha_(globulin)_inhibitor,_H3_polypeptide	
ITIH4	3700	600564	ITIH4,_PK120,_ITIHL1	Inter-alpha_(globulin)_inhibitor,_H4_polypeptide	
ITIH4	ENSG00000055955	600564	ITIH4,_PK120,_ITIHL1	Inter-alpha_(globulin)_inhibitor,_H4_polypeptide	
ITIH5	80760	609783	ITIH5	Inter-alpha-trypsin_inhibitor,_heavy_chain_5	
ITIH5	ENSG00000123243	609783	ITIH5	Inter-alpha-trypsin_inhibitor,_heavy_chain_5	
ITK	3702	186973	ITK,_EMT,_LPFS1	T-cell-specific_tyrosine_kinase,_homolog_of_mouse_T-cell_itk/tsk_tyrosine_kinase	Lymphoproliferative_syndrome_1,_613011_(3),_Autosomal_recessive
ITK	ENSG00000113263	186973	ITK,_EMT,_LPFS1	T-cell-specific_tyrosine_kinase,_homolog_of_mouse_T-cell_itk/tsk_tyrosine_kinase	Lymphoproliferative_syndrome_1,_613011_(3),_Autosomal_recessive
ITLN1	55600	609873	ITLN1,_INTL,_LFR,_HL1	Intelectin_1	
ITLN1	ENSG00000179914	609873	ITLN1,_INTL,_LFR,_HL1	Intelectin_1	
ITLN2	142683	609874	ITLN2,_HL2	Intelectin_2	
ITLN2	ENSG00000158764	609874	ITLN2,_HL2	Intelectin_2	
ITM2A	9452	300222	ITM2A,_E25A	Integral_membrane_protein_2A	
ITM2A	ENSG00000078596	300222	ITM2A,_E25A	Integral_membrane_protein_2A	
ITM2B	9445	603904	ITM2B,_BRI,_ABRI,_FBD,_RDGCA	Integral_membrane_protein_2B_(BRI_gene)	Dementia,_familial_British,_176500_(3),_Autosomal_dominant,_Dementia,_familial_Danish,_117300_(3),_Autosomal_dominant,_?Retinal_dystrophy_with_inner_retinal_dysfunction_and_ganglion_cell_abnormalities,_616079_(3),_Autosomal_dominant
ITM2B	ENSG00000136156	603904	ITM2B,_BRI,_ABRI,_FBD,_RDGCA	Integral_membrane_protein_2B_(BRI_gene)	Dementia,_familial_British,_176500_(3),_Autosomal_dominant,_Dementia,_familial_Danish,_117300_(3),_Autosomal_dominant,_?Retinal_dystrophy_with_inner_retinal_dysfunction_and_ganglion_cell_abnormalities,_616079_(3),_Autosomal_dominant
ITM2C	81618	609554	ITM2C,_BRI3	Integral_membrane_protein_2C	
ITM2C	ENSG00000135916	609554	ITM2C,_BRI3	Integral_membrane_protein_2C	
ITPA	3704	147520	ITPA,_EIEE35	Inosine_triphosphatase-A	Epileptic_encephalopathy,_early_infantile,_35,_616647_(3),_Autosomal_recessive,_[Inosine_triphosphatase_deficiency],_613850_(3)
ITPA	ENSG00000125877	147520	ITPA,_EIEE35	Inosine_triphosphatase-A	Epileptic_encephalopathy,_early_infantile,_35,_616647_(3),_Autosomal_recessive,_[Inosine_triphosphatase_deficiency],_613850_(3)
ITPK1	3705	601838	ITPK1,_ITRPK1	Inositol_1,3,4-trisphosphate_5/6-kinase	
ITPK1	ENSG00000100605	601838	ITPK1,_ITRPK1	Inositol_1,3,4-trisphosphate_5/6-kinase	
ITPKA	3706	147521	ITPKA	Inositol_1,4,5-trisphosphate_3-kinase_A	
ITPKA	ENSG00000137825	147521	ITPKA	Inositol_1,4,5-trisphosphate_3-kinase_A	
ITPKB	3707	147522	ITPKB	Inositol_1,4,5-trisphosphate_3-kinase_B	
ITPKB	ENSG00000143772	147522	ITPKB	Inositol_1,4,5-trisphosphate_3-kinase_B	
ITPKC	80271	606476	ITPKC	Inositol_1,4,5-trisphosphate_3-kinase_C	{Kawasaki_disease,_susceptibility_to},_611775_(3)
ITPKC	ENSG00000086544	606476	ITPKC	Inositol_1,4,5-trisphosphate_3-kinase_C	{Kawasaki_disease,_susceptibility_to},_611775_(3)
ITPR1	3708	147265	ITPR1,_SCA15,_SCA16,_SCA29	Inositol_1,4,5-triphosphate_receptor,_type_1	Gillespie_syndrome,_206700_(3),_Autosomal_recessive,_Autosomal_dominant,_Spinocerebellar_ataxia_15,_606658_(3),_Autosomal_dominant,_Spinocerebellar_ataxia_29,_congenital_nonprogressive,_117360_(3),_Autosomal_dominant
ITPR1	ENSG00000150995	147265	ITPR1,_SCA15,_SCA16,_SCA29	Inositol_1,4,5-triphosphate_receptor,_type_1	Gillespie_syndrome,_206700_(3),_Autosomal_recessive,_Autosomal_dominant,_Spinocerebellar_ataxia_15,_606658_(3),_Autosomal_dominant,_Spinocerebellar_ataxia_29,_congenital_nonprogressive,_117360_(3),_Autosomal_dominant
ITPR2	3709	600144	ITPR2,_ANHD	Inositol_1,4,5-triphosphate_receptor,_type_2	?Anhidrosis,_isolated,_with_normal_sweat_glands,_106190_(3),_Autosomal_recessive
ITPR2	ENSG00000123104	600144	ITPR2,_ANHD	Inositol_1,4,5-triphosphate_receptor,_type_2	?Anhidrosis,_isolated,_with_normal_sweat_glands,_106190_(3),_Autosomal_recessive
ITPR3	3710	147267	ITPR3	Inositol_1,4,5-triphosphate_receptor,_type_3	{Diabetes,_type_1,_susceptibility_to},_222100_(2),_Autosomal_recessive
ITPR3	ENSG00000096433	147267	ITPR3	Inositol_1,4,5-triphosphate_receptor,_type_3	{Diabetes,_type_1,_susceptibility_to},_222100_(2),_Autosomal_recessive
ITSN1	6453	602442	ITSN1,_SH3D1A,_SH3P17	Intersectin_1_(SH3_domain_protein-1A)	
ITSN1	ENSG00000205726	602442	ITSN1,_SH3D1A,_SH3P17	Intersectin_1_(SH3_domain_protein-1A)	
ITSN2	50618	604464	ITSN2,_SH3D1B,_SWAP,_KIAA1256	Intersectin_2	
ITSN2	ENSG00000198399	604464	ITSN2,_SH3D1B,_SWAP,_KIAA1256	Intersectin_2	
IVD	3712	607036	IVD	Isovaleryl_Coenzyme_A_dehydrogenase	Isovaleric_acidemia,_243500_(3),_Autosomal_recessive
IVD	ENSG00000128928	607036	IVD	Isovaleryl_Coenzyme_A_dehydrogenase	Isovaleric_acidemia,_243500_(3),_Autosomal_recessive
IVL	3713	147360	IVL	Involucrin	
IVL	ENSG00000163207	147360	IVL	Involucrin	
IVNS1ABP	10625	609209	IVNS1ABP,_NS1BP,_ND1	Influenza_virus_NS1A_protein-binding_protein	
IVNS1ABP	ENSG00000116679	609209	IVNS1ABP,_NS1BP,_ND1	Influenza_virus_NS1A_protein-binding_protein	
IYD	389434	612025	IYD,_DEHAL1,_TDH4	Iodotyrosine_deiodinase	Thyroid_dyshormonogenesis_4,_274800_(3),_Autosomal_recessive
IYD	ENSG00000009765	612025	IYD,_DEHAL1,_TDH4	Iodotyrosine_deiodinase	Thyroid_dyshormonogenesis_4,_274800_(3),_Autosomal_recessive
IZUMO1	284359	609278	IZUMO1,_MGC34799	Izumo_sperm-egg_fusion_protein_1	
IZUMO1	ENSG00000182264	609278	IZUMO1,_MGC34799	Izumo_sperm-egg_fusion_protein_1	
JAG1	182	601920	JAG1,_AGS1,_AHD,_DCHE	Jagged_1	Alagille_syndrome_1,_118450_(3),_Autosomal_dominant,_?Deafness,_congenital_heart_defects,_and_posterior_embryotoxon,_617992_(3),_Tetralogy_of_Fallot,_187500_(3),_Autosomal_dominant
JAG1	ENSG00000101384	601920	JAG1,_AGS1,_AHD,_DCHE	Jagged_1	Alagille_syndrome_1,_118450_(3),_Autosomal_dominant,_?Deafness,_congenital_heart_defects,_and_posterior_embryotoxon,_617992_(3),_Tetralogy_of_Fallot,_187500_(3),_Autosomal_dominant
JAG2	3714	602570	JAG2	Jagged_2	
JAG2	ENSG00000184916	602570	JAG2	Jagged_2	
JAGN1	84522	616012	JAGN1,_SCN6	Jagunal,_Drosophila,_homolog_of,_1	Neutropenia,_severe_congenital,_6,_autosomal_recessive,_616022_(3),_Autosomal_recessive
JAGN1	ENSG00000171135	616012	JAGN1,_SCN6	Jagunal,_Drosophila,_homolog_of,_1	Neutropenia,_severe_congenital,_6,_autosomal_recessive,_616022_(3),_Autosomal_recessive
JAK1	3716	147795	JAK1	Janus_kinase_1_(a_protein-tyrosine_kinase)	
JAK1	ENSG00000162434	147795	JAK1	Janus_kinase_1_(a_protein-tyrosine_kinase)	
JAK2	3717	147796	JAK2,_THCYT3	Janus_kinase_2_(a_protein-tyrosine_kinase)	{Budd-Chiari_syndrome,_somatic},_600880_(3),_Erythrocytosis,_somatic,_133100_(3),_Leukemia,_acute_myeloid,_somatic,_601626_(3),_Myelofibrosis,_somatic,_254450_(3),_Polycythemia_vera,_somatic,_263300_(3),_Thrombocythemia_3,_614521_(3),_Autosomal_dominant,_Somatic_mutation
JAK2	ENSG00000096968	147796	JAK2,_THCYT3	Janus_kinase_2_(a_protein-tyrosine_kinase)	{Budd-Chiari_syndrome,_somatic},_600880_(3),_Erythrocytosis,_somatic,_133100_(3),_Leukemia,_acute_myeloid,_somatic,_601626_(3),_Myelofibrosis,_somatic,_254450_(3),_Polycythemia_vera,_somatic,_263300_(3),_Thrombocythemia_3,_614521_(3),_Autosomal_dominant,_Somatic_mutation
JAK3	3718	600173	JAK3,_JAKL	Janus_kinase_3_(Janus_kinase,_leukocyte)	SCID,_autosomal_recessive,_T-negative/B-positive_type,_600802_(3),_Autosomal_recessive
JAK3	ENSG00000105639	600173	JAK3,_JAKL	Janus_kinase_3_(Janus_kinase,_leukocyte)	SCID,_autosomal_recessive,_T-negative/B-positive_type,_600802_(3),_Autosomal_recessive
JAKMIP1	152789	611195	JAKMIP1,_JAMIP1,_MARLIN1	Janus_kinase_and_microtubule-interacting_protein_1	
JAKMIP1	ENSG00000152969	611195	JAKMIP1,_JAMIP1,_MARLIN1	Janus_kinase_and_microtubule-interacting_protein_1	
JAKMIP2	9832	611197	JAKMIP2,_JAMIP2,_NECC1,_KIAA0555	Janus_kinase_and_microtubule-interacting_protein_2	
JAKMIP2	ENSG00000176049	611197	JAKMIP2,_JAMIP2,_NECC1,_KIAA0555	Janus_kinase_and_microtubule-interacting_protein_2	
JAKMIP3	282973	611198	JAKMIP3,_C10orf39,_NECC2,_JAMIP3	Janus_kinase_and_microtubule_interacting_protein_3	
JAKMIP3	ENSG00000188385	611198	JAKMIP3,_C10orf39,_NECC2,_JAMIP3	Janus_kinase_and_microtubule_interacting_protein_3	
JAM2	58494	606870	JAM2,_VEJAM	Junctional_adhesion_molecule_2	
JAM2	ENSG00000154721	606870	JAM2,_VEJAM	Junctional_adhesion_molecule_2	
JAM3	83700	606871	JAM3	Junctional_adhesion_molecule_3	Hemorrhagic_destruction_of_the_brain,_subependymal_calcification,_and_cataracts,_613730_(3),_Autosomal_recessive
JAM3	ENSG00000166086	606871	JAM3	Junctional_adhesion_molecule_3	Hemorrhagic_destruction_of_the_brain,_subependymal_calcification,_and_cataracts,_613730_(3),_Autosomal_recessive
JARID2	3720	601594	JMJ	Jumonji	
JARID2	ENSG00000008083	601594	JMJ	Jumonji	
JAZF1	221895	606246	JAZF1,_TIP27	JAZF1_gene	
JAZF1	ENSG00000153814	606246	JAZF1,_TIP27	JAZF1_gene	
JDP2	122953	608657	JDP2	JUN_dimerization_protein_2	
JDP2	ENSG00000140044	608657	JDP2	JUN_dimerization_protein_2	
JKAMP	51528	611176	JKAMP,_C24orf100,_JAMP	JNK1/MAPK8-associated_membrane_protein	
JKAMP	ENSG00000050130	611176	JKAMP,_C24orf100,_JAMP	JNK1/MAPK8-associated_membrane_protein	
JMJD1C	221037	604503	JMJD1C,_TRIP8,_KIAA1380	Jumonji_domain-containing_protein_1C	
JMJD1C	ENSG00000171988	604503	JMJD1C,_TRIP8,_KIAA1380	Jumonji_domain-containing_protein_1C	
JMJD6	23210	604914	JMJD6,_PSR	Jumonji_domain_containing_6_(phosphatidylserine_receptor)	
JMJD6	ENSG00000070495	604914	JMJD6,_PSR	Jumonji_domain_containing_6_(phosphatidylserine_receptor)	
JMY	133746	604279	JMY	Junction-mediating_and_regulatory_protein	
JMY	ENSG00000152409	604279	JMY	Junction-mediating_and_regulatory_protein	
JOSD1	9929	615323	JOSD1,_KIAA0063	Josephin_domain-containing_protein_1	
JOSD1	ENSG00000100221	615323	JOSD1,_KIAA0063	Josephin_domain-containing_protein_1	
JOSD2	126119	615324	JOSD2	Josephin_domain-containing_protein_2	
JOSD2	ENSG00000161677	615324	JOSD2	Josephin_domain-containing_protein_2	
JPH1	56704	605266	JPH1,_JP1,_CMT2K	Junctophilin_1	?Charcot-Marie-Tooth_disease,_axonal,_autosomal_dominant,_type_2K,_607831_(3),_Autosomal_recessive,_Autosomal_dominant
JPH1	ENSG00000104369	605266	JPH1,_JP1,_CMT2K	Junctophilin_1	?Charcot-Marie-Tooth_disease,_axonal,_autosomal_dominant,_type_2K,_607831_(3),_Autosomal_recessive,_Autosomal_dominant
JPH2	57158	605267	JPH2,_JP2,_CMH17	Junctophilin_2	Cardiomyopathy,_hypertrophic,_17,_613873_(3),_Autosomal_dominant
JPH2	ENSG00000149596	605267	JPH2,_JP2,_CMH17	Junctophilin_2	Cardiomyopathy,_hypertrophic,_17,_613873_(3),_Autosomal_dominant
JPH3	57338	605268	JPH3,_JP3,_HDL2	Junctophilin_3	Huntington_disease-like_2,_606438_(3),_Autosomal_dominant
JPH3	ENSG00000154118	605268	JPH3,_JP3,_HDL2	Junctophilin_3	Huntington_disease-like_2,_606438_(3),_Autosomal_dominant
JPX	554203	300832	NCRNA00183,_JPX,_ENOX	Noncoding_RNA_183	
JPX	ENSG00000225470	300832	NCRNA00183,_JPX,_ENOX	Noncoding_RNA_183	
JRK	8629	603210	JRK,_JH8	Jerky,_mouse,_homolog_of	
JRK	ENSG00000234616	603210	JRK,_JH8	Jerky,_mouse,_homolog_of	
JRKL	8690	603211	JRKL,_HHMJG	Jerky,_mouse,_homolog-like	
JRKL	ENSG00000183340	603211	JRKL,_HHMJG	Jerky,_mouse,_homolog-like	
JSRP1	126306	608743	JSRP1,_JP45	Junctional_sarcoplasmic_reticulum_protein_1	
JSRP1	ENSG00000167476	608743	JSRP1,_JP45	Junctional_sarcoplasmic_reticulum_protein_1	
JTB	10899	604671	JTB,_PAR	Jumping_translocation_breakpoint	
JTB	ENSG00000143543	604671	JTB,_PAR	Jumping_translocation_breakpoint	
JUN	3725	165160	JUN	Avian_sarcoma_virus_17_(v-jun)_oncogene_homolog	
JUN	ENSG00000177606	165160	JUN	Avian_sarcoma_virus_17_(v-jun)_oncogene_homolog	
JUNB	3726	165161	JUNB	jun_B_proto-oncogene	
JUNB	ENSG00000171223	165161	JUNB	jun_B_proto-oncogene	
JUND	3727	165162	JUND	jun_D_proto-oncogene	
JUND	ENSG00000130522	165162	JUND	jun_D_proto-oncogene	
JUP	3728	173325	JUP,_DP3,_PDGB,_ARVD12	Junction_plakoglobin	Arrhythmogenic_right_ventricular_dysplasia_12,_611528_(3),_Autosomal_dominant,_Naxos_disease,_601214_(3),_Autosomal_recessive
JUP	ENSG00000173801	173325	JUP,_DP3,_PDGB,_ARVD12	Junction_plakoglobin	Arrhythmogenic_right_ventricular_dysplasia_12,_611528_(3),_Autosomal_dominant,_Naxos_disease,_601214_(3),_Autosomal_recessive
KAAG1	353219	608211	KAAG1,_RU2AS	Kidney-associated_antigen_1	
KAAG1	ENSG00000146049	608211	KAAG1,_RU2AS	Kidney-associated_antigen_1	
KAL1	3730	300836	KAL1,_KMS,_ADMLX,_HH1	Kallmann_syndrome-1_sequence_(anosmin-1)	Hypogonadotropic_hypogonadism_1_with_or_without_anosmia_(Kallmann_syndrome_1),_308700_(3),_X-linked_recessive
KAL1	ENSG00000011201	300836	KAL1,_KMS,_ADMLX,_HH1	Kallmann_syndrome-1_sequence_(anosmin-1)	Hypogonadotropic_hypogonadism_1_with_or_without_anosmia_(Kallmann_syndrome_1),_308700_(3),_X-linked_recessive
KALRN	8997	604605	KALRN,_HAPIP,_DUO,_CHDS5	Kalirin	{Coronary_heart_disease,_susceptibility_to,_5},_608901_(3)
KALRN	ENSG00000160145	604605	KALRN,_HAPIP,_DUO,_CHDS5	Kalirin	{Coronary_heart_disease,_susceptibility_to,_5},_608901_(3)
KANK1	23189	607704	KANK1,_KANK,_ANKRD15,_KIAA0172,_CPSQ2	KN_motif-_and_ankyrin_repeat_domain-containing_protein_1	Cerebral_palsy,_spastic_quadriplegic,_2,_612900_(3)
KANK1	ENSG00000107104	607704	KANK1,_KANK,_ANKRD15,_KIAA0172,_CPSQ2	KN_motif-_and_ankyrin_repeat_domain-containing_protein_1	Cerebral_palsy,_spastic_quadriplegic,_2,_612900_(3)
KANK2	25959	614610	KANK2,_ANKRD25,_KIAA1518,_PPKWH,_NPHS16	KN_motif-_and_ankyrin_repeat_domain-containing_protein_2	Nephrotic_syndrome,_type_16,_617783_(3),_Autosomal_recessive,_Palmoplantar_keratoderma_and_woolly_hair,_616099_(3),_Autosomal_recessive
KANK2	ENSG00000197256	614610	KANK2,_ANKRD25,_KIAA1518,_PPKWH,_NPHS16	KN_motif-_and_ankyrin_repeat_domain-containing_protein_2	Nephrotic_syndrome,_type_16,_617783_(3),_Autosomal_recessive,_Palmoplantar_keratoderma_and_woolly_hair,_616099_(3),_Autosomal_recessive
KANK3	256949	614611	KANK3	KN_motif-_and_ankyrin_repeat_domain-containing_protein_3	
KANK3	ENSG00000186994	614611	KANK3	KN_motif-_and_ankyrin_repeat_domain-containing_protein_3	
KANK4	163782	614612	KANK4	KN_motif-_and_ankyrin_repeat_domain-containing_protein_4	
KANK4	ENSG00000132854	614612	KANK4	KN_motif-_and_ankyrin_repeat_domain-containing_protein_4	
KANSL1	284058	612452	KANSL1,_KIAA1267,_MSL1V1,_KDVS	KAT8_regulatory_NSL_complex_subunit_1	Koolen-De_Vries_syndrome,_610443_(3),_Autosomal_dominant
KANSL1	ENSG00000120071	612452	KANSL1,_KIAA1267,_MSL1V1,_KDVS	KAT8_regulatory_NSL_complex_subunit_1	Koolen-De_Vries_syndrome,_610443_(3),_Autosomal_dominant
KANSL1L	151050	613833	KANSL1L,_C2orf67,_MSL1V2	KAT8_regulatory_NSL_complex_subunit_1-like	
KANSL1L	ENSG00000144445	613833	KANSL1L,_C2orf67,_MSL1V2	KAT8_regulatory_NSL_complex_subunit_1-like	
KANSL2	54934	615488	KANSL2,_NSL2,_C12orf41	KAT8_regulatory_NSL_complex,_subunit_2	
KANSL2	ENSG00000139620	615488	KANSL2,_NSL2,_C12orf41	KAT8_regulatory_NSL_complex,_subunit_2	
KANSL3	55683	617742	KANSL3,_NSL3,_KIAA1310	Kat8_regulatory_NSL_complex,_subunit_3	
KANSL3	ENSG00000114982	617742	KANSL3,_NSL3,_KIAA1310	Kat8_regulatory_NSL_complex,_subunit_3	
KARS	3735	601421	KARS,_CMTRIB,_DFNB89	Lysyl-tRNA_synthetase	?Charcot-Marie-Tooth_disease,_recessive_intermediate,_B,_613641_(3),_Autosomal_recessive,_Deafness,_autosomal_recessive_89,_613916_(3),_Autosomal_recessive
KARS	ENSG00000065427	601421	KARS,_CMTRIB,_DFNB89	Lysyl-tRNA_synthetase	?Charcot-Marie-Tooth_disease,_recessive_intermediate,_B,_613641_(3),_Autosomal_recessive,_Deafness,_autosomal_recessive_89,_613916_(3),_Autosomal_recessive
KAT2A	2648	602301	KAT2A,_GCN5L2,_GCN5	K(lysine)_acetyltransferase_2A	
KAT2A	ENSG00000108773	602301	KAT2A,_GCN5L2,_GCN5	K(lysine)_acetyltransferase_2A	
KAT2B	8850	602303	CAF	CREBBP-associated_factor	
KAT2B	ENSG00000114166	602303	CAF	CREBBP-associated_factor	
KAT5	10524	601409	KAT5,_HTATIP,_TIP60,_ESA1,_PLIP	K(lysine)_acetyltransferase_5	
KAT5	ENSG00000172977	601409	KAT5,_HTATIP,_TIP60,_ESA1,_PLIP	K(lysine)_acetyltransferase_5	
KAT6A	7994	601408	KAT6A,_MYST3,_MOZ,_ZNF220,_MRD32	K(lysine)_acetyltransferase_6A	Mental_retardation,_autosomal_dominant_32,_616268_(3),_Autosomal_dominant
KAT6A	ENSG00000083168	601408	KAT6A,_MYST3,_MOZ,_ZNF220,_MRD32	K(lysine)_acetyltransferase_6A	Mental_retardation,_autosomal_dominant_32,_616268_(3),_Autosomal_dominant
KAT6B	23522	605880	KAT6B,_MYST4,_MORF,_GTPTS	Lysine_acetyltransferase_6B	Genitopatellar_syndrome,_606170_(3),_Autosomal_dominant,_SBBYSS_syndrome,_603736_(3),_Autosomal_dominant
KAT6B	ENSG00000156650	605880	KAT6B,_MYST4,_MORF,_GTPTS	Lysine_acetyltransferase_6B	Genitopatellar_syndrome,_606170_(3),_Autosomal_dominant,_SBBYSS_syndrome,_603736_(3),_Autosomal_dominant
KAT7	11143	609880	KAT7,_MYST2,_HBO1	K(lysine)_acetyltransferase_7	
KAT7	ENSG00000136504	609880	KAT7,_MYST2,_HBO1	K(lysine)_acetyltransferase_7	
KAT8	84148	609912	KAT8,_MYST1,_MOF	K(lysine)_acetyltransferase_8	
KAT8	ENSG00000103510	609912	KAT8,_MYST1,_MOF	K(lysine)_acetyltransferase_8	
KATNA1	11104	606696	KATNA1	Katanin,_p60_subunit,_A1	
KATNA1	ENSG00000186625	606696	KATNA1	Katanin,_p60_subunit,_A1	
KATNAL1	84056	614764	KATNAL1	Katanin_p60_subunit_A-like_1	
KATNAL1	ENSG00000102781	614764	KATNAL1	Katanin_p60_subunit_A-like_1	
KATNAL2	83473	614697	KATNAL2	Katanin,_p60_subunit,_A-like_protein_2	
KATNAL2	ENSG00000167216	614697	KATNAL2	Katanin,_p60_subunit,_A-like_protein_2	
KATNB1	10300	602703	KATNB1,_LIS6	Katanin,_p80_subunit,_B1	Lissencephaly_6,_with_microcephaly,_616212_(3),_Autosomal_recessive
KATNB1	ENSG00000140854	602703	KATNB1,_LIS6	Katanin,_p80_subunit,_B1	Lissencephaly_6,_with_microcephaly,_616212_(3),_Autosomal_recessive
KATNBL1	79768	616235	KATNBL1,_C15orf29	Katanin,_p80_subunit,_B-like_1	
KATNBL1	ENSG00000134152	616235	KATNBL1,_C15orf29	Katanin,_p80_subunit,_B-like_1	
KAZN	23254	618301	KAZN	Kazrin,_periplakin-interacting_protein	
KAZN	ENSG00000189337	618301	KAZN	Kazrin,_periplakin-interacting_protein	
KBTBD13	390594	613727	KBTBD13,_NEM6	Kelch_repeat_and_BTB/POZ_domains-containing_protein_13	Nemaline_myopathy_6,_autosomal_dominant,_609273_(3),_Autosomal_dominant
KBTBD13	ENSG00000234438	613727	KBTBD13,_NEM6	Kelch_repeat_and_BTB/POZ_domains-containing_protein_13	Nemaline_myopathy_6,_autosomal_dominant,_609273_(3),_Autosomal_dominant
KBTBD4	55709	617645	KBTBD4,_HSPC252,_BKLHD4	KELCH_repeat-_and_BTB/POZ_domain-containing_protein_4	
KBTBD4	ENSG00000123444	617645	KBTBD4,_HSPC252,_BKLHD4	KELCH_repeat-_and_BTB/POZ_domain-containing_protein_4	
KBTBD6	89890	617738	KBTBD6	Kelch_repeat-_and_BTB_domain-containing_protein_6	
KBTBD6	ENSG00000165572	617738	KBTBD6	Kelch_repeat-_and_BTB_domain-containing_protein_6	
KBTBD7	84078	617739	KBTBD7	Kelch_repeat-_and_BTB_domain-containing_protein_7	
KBTBD7	ENSG00000120696	617739	KBTBD7	Kelch_repeat-_and_BTB_domain-containing_protein_7	
KBTBD8	84541	616607	KBTBD8,_TAKRP,_KIAA1842	KELCH_repeat-_and_BTB/POZ_domain-containing_protein_8	
KBTBD8	ENSG00000163376	616607	KBTBD8,_TAKRP,_KIAA1842	KELCH_repeat-_and_BTB/POZ_domain-containing_protein_8	
KCMF1	56888	614719	KCMF1,_DEBT91,_FIGC	Potassium_channel_modulatory_factor_1	
KCMF1	ENSG00000176407	614719	KCMF1,_DEBT91,_FIGC	Potassium_channel_modulatory_factor_1	
KCNA1	3736	176260	KCNA1,_AEMK,_EA1	Potassium_voltage-gated_channel,_shaker-related_subfamily,_member_1	Episodic_ataxia/myokymia_syndrome,_160120_(3),_Autosomal_dominant
KCNA1	ENSG00000111262	176260	KCNA1,_AEMK,_EA1	Potassium_voltage-gated_channel,_shaker-related_subfamily,_member_1	Episodic_ataxia/myokymia_syndrome,_160120_(3),_Autosomal_dominant
KCNA10	3744	602420	KCNA10	Potassium_voltage-gated_channel,_shaker-related_subfamily,_member_10	
KCNA10	ENSG00000143105	602420	KCNA10	Potassium_voltage-gated_channel,_shaker-related_subfamily,_member_10	
KCNA2	3737	176262	KCNA2,_EIEE32	Potassium_channel,_voltage-gated,_Shaker-related_subfamily,_member_2	Epileptic_encephalopathy,_early_infantile,_32,_616366_(3),_Autosomal_dominant
KCNA2	ENSG00000177301	176262	KCNA2,_EIEE32	Potassium_channel,_voltage-gated,_Shaker-related_subfamily,_member_2	Epileptic_encephalopathy,_early_infantile,_32,_616366_(3),_Autosomal_dominant
KCNA3	3738	176263	KCNA3	Potassium_voltage-gated_channel,_shaker-related_subfamily,_member_3	
KCNA3	ENSG00000177272	176263	KCNA3	Potassium_voltage-gated_channel,_shaker-related_subfamily,_member_3	
