symbol	geneid	disorders
PDE4D	5144	[950:Acrodysostosis],[280651:Acrodysostosis_with_multiple_hormone_resistance],[439822:PDE4D_haploinsufficiency_syndrome]
PDE4D	ENSG00000113448	[950:Acrodysostosis],[280651:Acrodysostosis_with_multiple_hormone_resistance],[439822:PDE4D_haploinsufficiency_syndrome]
PDE6A	5145	[791:Retinitis_pigmentosa]
PDE6A	ENSG00000132915	[791:Retinitis_pigmentosa]
PDE6B	5158	[215:Congenital_stationary_night_blindness],[791:Retinitis_pigmentosa]
PDE6B	ENSG00000133256	[215:Congenital_stationary_night_blindness],[791:Retinitis_pigmentosa]
PDE6C	5146	[49382:Achromatopsia],[1871:Progressive_cone_dystrophy]
PDE6C	ENSG00000095464	[49382:Achromatopsia],[1871:Progressive_cone_dystrophy]
PDE6D	5147	[2754:Orofaciodigital_syndrome_type_6]
PDE6D	ENSG00000156973	[2754:Orofaciodigital_syndrome_type_6]
PDE6G	5148	[791:Retinitis_pigmentosa]
PDE6G	ENSG00000185527	[791:Retinitis_pigmentosa]
PDE6H	5149	[49382:Achromatopsia]
PDE6H	ENSG00000139053	[49382:Achromatopsia]
PDE8B	8622	[228169:Autosomal_dominant_striatal_neurodegeneration],[189439:Primary_pigmented_nodular_adrenocortical_disease]
PDE8B	ENSG00000113231	[228169:Autosomal_dominant_striatal_neurodegeneration],[189439:Primary_pigmented_nodular_adrenocortical_disease]
PDGFB	5155	[1980:Bilateral_striopallidodentate_calcinosis],[31112:Dermatofibrosarcoma_protuberans],[263662:Familial_multiple_meningioma],[2495:Meningioma]
PDGFB	ENSG00000100311	[1980:Bilateral_striopallidodentate_calcinosis],[31112:Dermatofibrosarcoma_protuberans],[263662:Familial_multiple_meningioma],[2495:Meningioma]
PDGFRA	5156	[168940:Chronic_eosinophilic_leukemia],[44890:Gastrointestinal_stromal_tumor],[168947:Myeloid/lymphoid_neoplasm_associated_with_PDGFRA_rearrangement],[99860:Precursor_B-cell_acute_lymphoblastic_leukemia],[314950:Primary_hypereosinophilic_syndrome]
PDGFRA	ENSG00000134853	[168940:Chronic_eosinophilic_leukemia],[44890:Gastrointestinal_stromal_tumor],[168947:Myeloid/lymphoid_neoplasm_associated_with_PDGFRA_rearrangement],[99860:Precursor_B-cell_acute_lymphoblastic_leukemia],[314950:Primary_hypereosinophilic_syndrome]
PDGFRB	5159	[363665:Acroosteolysis-keloid-like_lesions-premature_aging_syndrome],[1980:Bilateral_striopallidodentate_calcinosis],[98823:Chronic_myelomonocytic_leukemia],[86830:Chronic_myeloproliferative_disease,_unclassifiable],[2591:Infantile_myofibromatosis],[168950:Myeloid/lymphoid_neoplasm_associated_with_PDGFRB_rearrangement],[314950:Primary_hypereosinophilic_syndrome],[477831:Skeletal_overgrowth-craniofacial_dysmorphism-hyperelastic_skin-white_matter_lesions_syndrome]
PDGFRB	ENSG00000113721	[363665:Acroosteolysis-keloid-like_lesions-premature_aging_syndrome],[1980:Bilateral_striopallidodentate_calcinosis],[98823:Chronic_myelomonocytic_leukemia],[86830:Chronic_myeloproliferative_disease,_unclassifiable],[2591:Infantile_myofibromatosis],[168950:Myeloid/lymphoid_neoplasm_associated_with_PDGFRB_rearrangement],[314950:Primary_hypereosinophilic_syndrome],[477831:Skeletal_overgrowth-craniofacial_dysmorphism-hyperelastic_skin-white_matter_lesions_syndrome]
PDGFRL	5157	[210159:Adult_hepatocellular_carcinoma]
PDGFRL	ENSG00000104213	[210159:Adult_hepatocellular_carcinoma]
PDHA1	5160	[255241:Leigh_syndrome_with_leukodystrophy],[79243:Pyruvate_dehydrogenase_E1-alpha_deficiency]
PDHA1	ENSG00000131828	[255241:Leigh_syndrome_with_leukodystrophy],[79243:Pyruvate_dehydrogenase_E1-alpha_deficiency]
PDHB	5162	[255138:Pyruvate_dehydrogenase_E1-beta_deficiency]
PDHB	ENSG00000168291	[255138:Pyruvate_dehydrogenase_E1-beta_deficiency]
PDHX	8050	[255182:Pyruvate_dehydrogenase_E3-binding_protein_deficiency]
PDHX	ENSG00000110435	[255182:Pyruvate_dehydrogenase_E3-binding_protein_deficiency]
PDK3	5165	[352675:X-linked_Charcot-Marie-Tooth_disease_type_6]
PDK3	ENSG00000067992	[352675:X-linked_Charcot-Marie-Tooth_disease_type_6]
PDP1	54704	[79246:Pyruvate_dehydrogenase_phosphatase_deficiency]
PDP1	ENSG00000164951	[79246:Pyruvate_dehydrogenase_phosphatase_deficiency]
PDSS1	23590	[254898:Deafness-encephaloneuropathy-obesity-valvulopathy_syndrome]
PDSS1	ENSG00000148459	[254898:Deafness-encephaloneuropathy-obesity-valvulopathy_syndrome]
PDSS2	57107	[255249:Leigh_syndrome_with_nephrotic_syndrome]
PDSS2	ENSG00000164494	[255249:Leigh_syndrome_with_nephrotic_syndrome]
PDX1	3651	[552:MODY],[2805:Partial_pancreatic_agenesis],[99885:Permanent_neonatal_diabetes_mellitus]
PDX1	ENSG00000139515	[552:MODY],[2805:Partial_pancreatic_agenesis],[99885:Permanent_neonatal_diabetes_mellitus]
PDYN	5173	[101108:Spinocerebellar_ataxia_type_23]
PDYN	ENSG00000101327	[101108:Spinocerebellar_ataxia_type_23]
PDZD7	79955	[231178:Usher_syndrome_type_2]
PDZD7	ENSG00000186862	[231178:Usher_syndrome_type_2]
PEPD	5184	[742:Prolidase_deficiency]
PEPD	ENSG00000124299	[742:Prolidase_deficiency]
PER2	8864	[164736:Familial_advanced_sleep-phase_syndrome]
PER2	ENSG00000132326	[164736:Familial_advanced_sleep-phase_syndrome]
PER3	8863	[164736:Familial_advanced_sleep-phase_syndrome]
PER3	ENSG00000049246	[164736:Familial_advanced_sleep-phase_syndrome]
PERP	64065	[659:Mutilating_palmoplantar_keratoderma_with_periorificial_keratotic_plaques]
PERP	ENSG00000112378	[659:Mutilating_palmoplantar_keratoderma_with_periorificial_keratotic_plaques]
PET100	100131801	[255241:Leigh_syndrome_with_leukodystrophy]
PET100	ENSG00000229833	[255241:Leigh_syndrome_with_leukodystrophy]
PET117	100303755	[254905:Isolated_cytochrome_C_oxidase_deficiency]
PET117	ENSG00000232838	[254905:Isolated_cytochrome_C_oxidase_deficiency]
PEX1	5189	[3220:Deafness-enamel_hypoplasia-nail_defects_syndrome],[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX1	ENSG00000127980	[3220:Deafness-enamel_hypoplasia-nail_defects_syndrome],[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX10	5192	[247815:Autosomal_recessive_ataxia_due_to_PEX10_deficiency],[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX10	ENSG00000157911	[247815:Autosomal_recessive_ataxia_due_to_PEX10_deficiency],[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX11B	8799	[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX11B	ENSG00000131779	[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX12	5193	[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX12	ENSG00000108733	[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX13	5194	[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX13	ENSG00000162928	[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX14	5195	[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX14	ENSG00000142655	[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX16	9409	[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX16	ENSG00000121680	[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX19	5824	[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX19	ENSG00000162735	[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX2	5828	[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX2	ENSG00000164751	[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX26	55670	[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX26	ENSG00000215193	[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX3	8504	[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX3	ENSG00000034693	[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX5	5830	[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[468717:Rhizomelic_chondrodysplasia_punctata_type_5],[912:Zellweger_syndrome]
PEX5	ENSG00000139197	[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[468717:Rhizomelic_chondrodysplasia_punctata_type_5],[912:Zellweger_syndrome]
PEX6	5190	[95433:Autosomal_recessive_spinocerebellar_ataxia-blindness-deafness_syndrome],[3220:Deafness-enamel_hypoplasia-nail_defects_syndrome],[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX6	ENSG00000124587	[95433:Autosomal_recessive_spinocerebellar_ataxia-blindness-deafness_syndrome],[3220:Deafness-enamel_hypoplasia-nail_defects_syndrome],[772:Infantile_Refsum_disease],[44:Neonatal_adrenoleukodystrophy],[912:Zellweger_syndrome]
PEX7	5191	[773:Refsum_disease],[309789:Rhizomelic_chondrodysplasia_punctata_type_1]
PEX7	ENSG00000112357	[773:Refsum_disease],[309789:Rhizomelic_chondrodysplasia_punctata_type_1]
PFKM	5213	[371:Glycogen_storage_disease_due_to_muscle_phosphofructokinase_deficiency]
PFKM	ENSG00000152556	[371:Glycogen_storage_disease_due_to_muscle_phosphofructokinase_deficiency]
PFN1	5216	[803:Amyotrophic_lateral_sclerosis]
PFN1	ENSG00000108518	[803:Amyotrophic_lateral_sclerosis]
PGAM2	5224	[97234:Glycogen_storage_disease_due_to_phosphoglycerate_mutase_deficiency]
PGAM2	ENSG00000164708	[97234:Glycogen_storage_disease_due_to_phosphoglycerate_mutase_deficiency]
PGAP1	80055	[88616:Autosomal_recessive_non-syndromic_intellectual_disability],[401820:Autosomal_recessive_spastic_paraplegia_type_67]
PGAP1	ENSG00000197121	[88616:Autosomal_recessive_non-syndromic_intellectual_disability],[401820:Autosomal_recessive_spastic_paraplegia_type_67]
PGAP2	27315	[247262:Hyperphosphatasia-intellectual_disability_syndrome]
PGAP2	ENSG00000148985	[247262:Hyperphosphatasia-intellectual_disability_syndrome]
PGAP3	93210	[247262:Hyperphosphatasia-intellectual_disability_syndrome]
PGAP3	ENSG00000161395	[247262:Hyperphosphatasia-intellectual_disability_syndrome]
PGK1	5230	[713:Glycogen_storage_disease_due_to_phosphoglycerate_kinase_1_deficiency]
PGK1	ENSG00000102144	[713:Glycogen_storage_disease_due_to_phosphoglycerate_kinase_1_deficiency]
PGM1	5236	[319646:PGM1-CDG]
PGM1	ENSG00000079739	[319646:PGM1-CDG]
PGM3	5238	[443811:PGM3-CDG]
PGM3	ENSG00000013375	[443811:PGM3-CDG]
PHACTR1	221692	[3451:West_syndrome]
PHACTR1	ENSG00000112137	[3451:West_syndrome]
PHC1	1911	[2512:Autosomal_recessive_primary_microcephaly]
PHC1	ENSG00000111752	[2512:Autosomal_recessive_primary_microcephaly]
PHEX	5251	[89936:X-linked_hypophosphatemia]
PHEX	ENSG00000102174	[89936:X-linked_hypophosphatemia]
PHF21A	51317	[52022:Potocki-Shaffer_syndrome]
PHF21A	ENSG00000135365	[52022:Potocki-Shaffer_syndrome]
PHF6	84295	[127:Borjeson-Forssman-Lehmann_syndrome]
PHF6	ENSG00000156531	[127:Borjeson-Forssman-Lehmann_syndrome]
PHF8	23133	[85287:X-linked_intellectual_disability,_Siderius_type]
PHF8	ENSG00000172943	[85287:X-linked_intellectual_disability,_Siderius_type]
PHGDH	26227	[79351:3-phosphoglycerate_dehydrogenase_deficiency,_infantile/juvenile_form],[2671:Neu-Laxova_syndrome]
PHGDH	ENSG00000092621	[79351:3-phosphoglycerate_dehydrogenase_deficiency,_infantile/juvenile_form],[2671:Neu-Laxova_syndrome]
PHKA1	5255	[715:Glycogen_storage_disease_due_to_muscle_phosphorylase_kinase_deficiency]
PHKA1	ENSG00000067177	[715:Glycogen_storage_disease_due_to_muscle_phosphorylase_kinase_deficiency]
PHKA2	5256	[264580:Glycogen_storage_disease_due_to_liver_phosphorylase_kinase_deficiency]
PHKA2	ENSG00000044446	[264580:Glycogen_storage_disease_due_to_liver_phosphorylase_kinase_deficiency]
PHKB	5257	[79240:Glycogen_storage_disease_due_to_liver_and_muscle_phosphorylase_kinase_deficiency]
PHKB	ENSG00000102893	[79240:Glycogen_storage_disease_due_to_liver_and_muscle_phosphorylase_kinase_deficiency]
PHKG1	5260	[715:Glycogen_storage_disease_due_to_muscle_phosphorylase_kinase_deficiency]
PHKG1	ENSG00000164776	[715:Glycogen_storage_disease_due_to_muscle_phosphorylase_kinase_deficiency]
PHKG2	5261	[264580:Glycogen_storage_disease_due_to_liver_phosphorylase_kinase_deficiency]
PHKG2	ENSG00000156873	[264580:Glycogen_storage_disease_due_to_liver_phosphorylase_kinase_deficiency]
PHOX2A	401	[45358:Congenital_fibrosis_of_extraocular_muscles]
PHOX2A	ENSG00000165462	[45358:Congenital_fibrosis_of_extraocular_muscles]
PHOX2B	8929	[99803:Haddad_syndrome],[2151:Hirschsprung_disease-ganglioneuroblastoma_syndrome],[635:Neuroblastoma],[661:Ondine_syndrome]
PHOX2B	ENSG00000109132	[99803:Haddad_syndrome],[2151:Hirschsprung_disease-ganglioneuroblastoma_syndrome],[635:Neuroblastoma],[661:Ondine_syndrome]
PHYH	5264	[773:Refsum_disease]
PHYH	ENSG00000107537	[773:Refsum_disease]
PI4KA	5297	[98889:Bilateral_perisylvian_polymicrogyria]
PI4KA	ENSG00000241973	[98889:Bilateral_perisylvian_polymicrogyria]
PIBF1	10464	[475:Joubert_syndrome]
PIBF1	ENSG00000083535	[475:Joubert_syndrome]
PICALM	8301	[99861:Precursor_T-cell_acute_lymphoblastic_leukemia]
PICALM	ENSG00000073921	[99861:Precursor_T-cell_acute_lymphoblastic_leukemia]
PICK1	9463	[171709:Male_infertility_due_to_globozoospermia]
PICK1	ENSG00000100151	[171709:Male_infertility_due_to_globozoospermia]
PIEZO1	9780	[3202:Dehydrated_hereditary_stomatocytosis]
PIEZO1	ENSG00000103335	[3202:Dehydrated_hereditary_stomatocytosis]
PIEZO2	63895	[1154:Arthrogryposis-oculomotor_limitation-electroretinal_anomalies_syndrome],[376:Gordon_syndrome],[2461:Marden-Walker_syndrome]
PIEZO2	ENSG00000154864	[1154:Arthrogryposis-oculomotor_limitation-electroretinal_anomalies_syndrome],[376:Gordon_syndrome],[2461:Marden-Walker_syndrome]
PIGA	5277	[397922:Ferro-cerebro-cutaneous_syndrome],[300496:Multiple_congenital_anomalies-hypotonia-seizures_syndrome_type_2],[447:Paroxysmal_nocturnal_hemoglobinuria],[3451:West_syndrome]
PIGA	ENSG00000165195	[397922:Ferro-cerebro-cutaneous_syndrome],[300496:Multiple_congenital_anomalies-hypotonia-seizures_syndrome_type_2],[447:Paroxysmal_nocturnal_hemoglobinuria],[3451:West_syndrome]
PIGC	5279	[88616:Autosomal_recessive_non-syndromic_intellectual_disability]
PIGC	ENSG00000135845	[88616:Autosomal_recessive_non-syndromic_intellectual_disability]
PIGG	54872	[488635:Early-onset_epilepsy-intellectual_disability-brain_anomalies_syndrome]
PIGG	ENSG00000174227	[488635:Early-onset_epilepsy-intellectual_disability-brain_anomalies_syndrome]
PIGL	9487	[3474:CHIME_syndrome],[247262:Hyperphosphatasia-intellectual_disability_syndrome]
PIGL	ENSG00000108474	[3474:CHIME_syndrome],[247262:Hyperphosphatasia-intellectual_disability_syndrome]
PIGM	93183	[83639:Hypercoagulability_syndrome_due_to_glycosylphosphatidylinositol_deficiency]
PIGM	ENSG00000143315	[83639:Hypercoagulability_syndrome_due_to_glycosylphosphatidylinositol_deficiency]
PIGN	23556	[2059:Fryns_syndrome],[280633:Multiple_congenital_anomalies-hypotonia-seizures_syndrome]
PIGN	ENSG00000197563	[2059:Fryns_syndrome],[280633:Multiple_congenital_anomalies-hypotonia-seizures_syndrome]
PIGO	84720	[247262:Hyperphosphatasia-intellectual_disability_syndrome]
PIGO	ENSG00000165282	[247262:Hyperphosphatasia-intellectual_disability_syndrome]
PIGP	51227	[1934:Early_infantile_epileptic_encephalopathy]
PIGP	ENSG00000185808	[1934:Early_infantile_epileptic_encephalopathy]
PIGQ	9091	[1934:Early_infantile_epileptic_encephalopathy]
PIGQ	ENSG00000007541	[1934:Early_infantile_epileptic_encephalopathy]
PIGT	51604	[369837:Intellectual_disability-seizures-hypophosphatasia-ophthalmic-skeletal_anomalies_syndrome]
PIGT	ENSG00000124155	[369837:Intellectual_disability-seizures-hypophosphatasia-ophthalmic-skeletal_anomalies_syndrome]
PIGV	55650	[247262:Hyperphosphatasia-intellectual_disability_syndrome]
PIGV	ENSG00000060642	[247262:Hyperphosphatasia-intellectual_disability_syndrome]
PIGW	284098	[83639:Hypercoagulability_syndrome_due_to_glycosylphosphatidylinositol_deficiency],[247262:Hyperphosphatasia-intellectual_disability_syndrome]
PIGW	ENSG00000184886	[83639:Hypercoagulability_syndrome_due_to_glycosylphosphatidylinositol_deficiency],[247262:Hyperphosphatasia-intellectual_disability_syndrome]
PIGY	84992	[247262:Hyperphosphatasia-intellectual_disability_syndrome]
PIGY	ENSG00000255072	[247262:Hyperphosphatasia-intellectual_disability_syndrome]
PIH1D3	139212	[244:Primary_ciliary_dyskinesia]
PIH1D3	ENSG00000080572	[244:Primary_ciliary_dyskinesia]
PIK3CA	5290	[210159:Adult_hepatocellular_carcinoma],[140944:CLOVES_syndrome],[201:Cowden_syndrome],[276280:Hemihyperplasia-multiple_lipomatosis_syndrome],[99802:Hemimegalencephaly],[144:Lynch_syndrome],[295239:Macrodactyly_of_fingers,_unilateral],[295243:Macrodactyly_of_toes,_unilateral],[60040:Megalencephaly-capillary_malformation-polymicrogyria_syndrome],[314662:Segmental_progressive_overgrowth_syndrome_with_fibroadipose_hyperplasia]
PIK3CA	ENSG00000121879	[210159:Adult_hepatocellular_carcinoma],[140944:CLOVES_syndrome],[201:Cowden_syndrome],[276280:Hemihyperplasia-multiple_lipomatosis_syndrome],[99802:Hemimegalencephaly],[144:Lynch_syndrome],[295239:Macrodactyly_of_fingers,_unilateral],[295243:Macrodactyly_of_toes,_unilateral],[60040:Megalencephaly-capillary_malformation-polymicrogyria_syndrome],[314662:Segmental_progressive_overgrowth_syndrome_with_fibroadipose_hyperplasia]
PIK3CD	5293	[397596:Activated_PI3K-delta_syndrome],[221139:Combined_immunodeficiency_with_faciooculoskeletal_anomalies]
PIK3CD	ENSG00000171608	[397596:Activated_PI3K-delta_syndrome],[221139:Combined_immunodeficiency_with_faciooculoskeletal_anomalies]
PIK3R1	5295	[397596:Activated_PI3K-delta_syndrome],[33110:Autosomal_agammaglobulinemia],[3163:SHORT_syndrome]
PIK3R1	ENSG00000145675	[397596:Activated_PI3K-delta_syndrome],[33110:Autosomal_agammaglobulinemia],[3163:SHORT_syndrome]
PIK3R2	5296	[83473:Megalencephaly-polymicrogyria-postaxial_polydactyly-hydrocephalus_syndrome],[83473:Megalencephaly-polymicrogyria-postaxial_polydactyly-hydrocephalus_syndrome]
PIK3R2	ENSG00000105647	[83473:Megalencephaly-polymicrogyria-postaxial_polydactyly-hydrocephalus_syndrome],[83473:Megalencephaly-polymicrogyria-postaxial_polydactyly-hydrocephalus_syndrome]
PIK3R2	ENSG00000268173	[83473:Megalencephaly-polymicrogyria-postaxial_polydactyly-hydrocephalus_syndrome],[83473:Megalencephaly-polymicrogyria-postaxial_polydactyly-hydrocephalus_syndrome]
PIK3R5	23533	[64753:Spinocerebellar_ataxia_with_axonal_neuropathy_type_2]
PIK3R5	ENSG00000141506	[64753:Spinocerebellar_ataxia_with_axonal_neuropathy_type_2]
PIKFYVE	200576	[98970:Fleck_corneal_dystrophy]
PIKFYVE	ENSG00000115020	[98970:Fleck_corneal_dystrophy]
PINK1	65018	[2828:Young-onset_Parkinson_disease]
PINK1	ENSG00000158828	[2828:Young-onset_Parkinson_disease]
PIP4K2A	5305	[99860:Precursor_B-cell_acute_lymphoblastic_leukemia]
PIP4K2A	ENSG00000150867	[99860:Precursor_B-cell_acute_lymphoblastic_leukemia]
PIP5K1C	23396	[137783:Lethal_congenital_contracture_syndrome_type_3]
PIP5K1C	ENSG00000186111	[137783:Lethal_congenital_contracture_syndrome_type_3]
PITPNM3	83394	[1872:Cone_rod_dystrophy]
PITPNM3	ENSG00000091622	[1872:Cone_rod_dystrophy]
PITX1	5307	[1275:Brachydactyly-elbow_wrist_dysplasia_syndrome],[293144:Familial_clubfoot_due_to_5q31_microdeletion],[293150:Familial_clubfoot_due_to_PITX1_point_mutation],[498494:Mirror-image_polydactyly]
PITX1	ENSG00000069011	[1275:Brachydactyly-elbow_wrist_dysplasia_syndrome],[293144:Familial_clubfoot_due_to_5q31_microdeletion],[293150:Familial_clubfoot_due_to_PITX1_point_mutation],[498494:Mirror-image_polydactyly]
PITX2	5308	[782:Axenfeld-Rieger_syndrome],[782:Axenfeld-Rieger_syndrome],[98978:Axenfeld_anomaly],[334:Familial_atrial_fibrillation],[708:Peters_anomaly],[91483:Rieger_anomaly],[91481:Ring_dermoid_of_cornea]
PITX2	ENSG00000164093	[782:Axenfeld-Rieger_syndrome],[782:Axenfeld-Rieger_syndrome],[98978:Axenfeld_anomaly],[334:Familial_atrial_fibrillation],[708:Peters_anomaly],[91483:Rieger_anomaly],[91481:Ring_dermoid_of_cornea]
PITX3	5309	[162:Cataract-glaucoma_syndrome],[98993:Early-onset_posterior_polar_cataract]
PITX3	ENSG00000107859	[162:Cataract-glaucoma_syndrome],[98993:Early-onset_posterior_polar_cataract]
PKD1	5310	[730:Autosomal_dominant_polycystic_kidney_disease],[88924:Autosomal_dominant_polycystic_kidney_disease_type_1_with_tuberous_sclerosis]
PKD1	ENSG00000008710	[730:Autosomal_dominant_polycystic_kidney_disease],[88924:Autosomal_dominant_polycystic_kidney_disease_type_1_with_tuberous_sclerosis]
PKD1L1	168507	[157769:Situs_ambiguus],[101063:Situs_inversus_totalis]
